deso_kod,tenure_type,n_grid_cells,RutStorl,w_30,Ar30_34,Ar35_39,Ar40_44,Ar45_49,Ar50_54,Ar55_59,Ar60,Ar61,Ar62,Ar63,Ar64,Ar65,Ar66,Ar67,Ar68,Ar69,Ar70,Ar71,Ar72,Ar73,Ar74,Ar75,Ar76,Ar77,Ar78,Ar79,Ar80,Ar81_85,Ar86_90,Ar91_95,Ar96_00,Ar01_05,Ar06_10,Ar11_w,UppgSakn,Totalt,Ar65_74,Ar55_64,Ar75_85,Ar60_64,Ar75_79,Shape_Length,Shape_Area
1293B5010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,18.0,0.0,0.0,0,999.9931999985129,62499.15000206411
0662C1020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,0,0.0,68.0,0.0,0,2000.003000004217,125000.37499755713
0617A0020,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,20.0,0.0,20.0,0,999.9934000000358,62499.17500216447
1762C1020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,51.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,261.0,0,197.0,16.0,75.0,0,1999.986400000751,124998.30000459388
1265C1020,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,0,0.0,0.0,0.0,0,1000.0098000001162,62501.224995454526
1780C1370,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0,0.0,57.0,0.0,0,2999.9959999974817,187499.49999905523
1499A0020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0,20.0,0.0,0.0,0,2000.042999997735,125005.37502974688
1780C1330,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0,0.0,97.0,0.0,0,999.9932000003755,62499.15000229694
1293B4010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0,22.0,0.0,22.0,0,1000.0095999985933,62501.199994694165
1293C1090,tenant_owned,5,10.0,0.0,0.0,0.0,0.0,0.0,236.0,95.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,547.0,76,179.0,0.0,84.0,0,4999.999199999496,312499.899996247
0767B2010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0,30.0,0.0,30.0,0,999.9932000003755,62499.15000229694
2321C1010,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,23,0.0,0.0,0.0,0,1999.9863999988884,124998.30000436105
1293C1030,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0,102.0,0.0,102.0,0,2000.0196000002325,125002.44998958906
1293C1120,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169.0,0,169.0,0.0,81.0,0,2000.0197999998927,125002.47499012659
1293C1060,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,358.0,221,62.0,0.0,62.0,0,1999.986400000751,124998.30000459388
1293C1050,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,43.0,10.0,133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,213.0,0,133.0,0.0,0.0,0,1999.9863999988884,124998.30000436105
2361B2010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,26.0,0.0,26.0,0,999.9931999985129,62499.15000206411
1286C1040,tenant_owned,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,67.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,272.0,76,69.0,127.0,69.0,127,3999.989199997857,249998.6500013522
1293C1010,tenant_owned,1,2.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,16.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,0,34.0,0.0,34.0,0,999.9932000041008,62499.150002762595
1783B2010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0,0.0,0.0,0.0,0,999.9932000003755,62499.15000229694
1293C1040,tenant_owned,4,8.0,0.0,0.0,18.0,18.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0,18.0,0.0,18.0,0,4000.0056000035256,250000.6999946807
0617C1020,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0.0,0.0,0.0,0,1000.0096000023186,62501.19999515983
0617C1030,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0,1000.0095999985933,62501.199994694165
1265A0050,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,8.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0,24.0,0.0,0.0,0,1999.986599996686,124998.32500383575
0617C1010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0,51.0,0.0,23.0,0,999.9934000000358,62499.17500200447
1780C1360,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,0,53.0,0.0,0.0,0,1999.986400000751,124998.30000459388
1286C1020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,53.0,0.0,0.0,0.0,0.0,0.0,80.0,0,0.0,0.0,0.0,0,2000.002999998629,125000.37499685863
1286C1030,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,68.0,181.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,363.0,48,66.0,0.0,0.0,0,2999.996399998665,187499.5499988631
1286C1070,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0,69.0,0.0,69.0,0,1000.0097999982536,62501.22499456169
1499B2010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0,46.0,0.0,46.0,0,1000.0097999982536,62501.22499456169
1286C1090,tenant_owned,5,10.0,0.0,0.0,0.0,0.0,0.0,52.0,111.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,404.0,129,132.0,65.0,21.0,0,4999.9860000014305,312498.2499864288
1293C1100,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,60.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.0,96,0.0,30.0,0.0,30,999.9931999985129,62499.15000206411
1286C1010,tenant_owned,1,2.0,0.0,0.0,0.0,18.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0,0.0,0.0,0.0,0,1000.0098000001162,62501.224994794524
1286C1050,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,0.0,18.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,175.0,111,28.0,0.0,0.0,0,2999.9966000057757,187499.57500033197
1286C1080,tenant_owned,6,12.0,84.0,18.0,24.0,109.0,0.0,0.0,44.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,402.0,84,68.0,0.0,24.0,0,5999.992199996486,374999.0249982108
1286C1110,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,84,0.0,0.0,0.0,0,1000.0131999999285,62501.64997724107
1286C1060,tenant_owned,5,10.0,0.0,0.0,0.0,27.0,16.0,21.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,48.0,0.0,0.0,24.0,0.0,0.0,282.0,36,54.0,0.0,0.0,0,4999.999400002882,312499.9249962702
1783C1030,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0,0.0,0.0,0.0,0,999.9933999981731,62499.17500193164
1783C1020,tenant_owned,6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,20.0,0.0,168.0,0.0,154.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,791.0,179,612.0,0.0,342.0,0,5999.9924000017345,374999.04999845685
1783C1010,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,56.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0,14.0,0.0,0.0,0,3000.0127999968827,187501.59999142034
1780B3010,tenant_owned,4,8.0,0.0,0.0,0.0,0.0,0.0,23.0,18.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,172,41.0,0.0,23.0,0,4000.022600002587,250002.82498691336
1783A0010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0,0.0,0.0,0.0,0,1000.0099999997765,62501.24999533206
2023C1030,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,19.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,4,21.0,0.0,0.0,0,2999.9961999990046,187499.52499915558
1493C1080,tenant_owned,6,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,57.0,64.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,35.0,0.0,25.0,0.0,0.0,0.0,361.0,261,0.0,40.0,0.0,0,5999.992399994284,374999.04999784555
1493C1050,tenant_owned,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,683.0,431,252.0,0.0,252.0,0,3999.9895999971777,249998.7000009272
2023C1010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,24,0.0,0.0,0.0,0,999.9932000003755,62499.15000229694
1496C1030,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,346.0,346,0.0,0.0,0.0,0,2999.9798000026494,187497.47500683117
1493C1090,tenant_owned,9,17.0,7.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,63.0,0.0,402.0,139,86.0,0.0,0.0,0,12000.02459999919,1500006.600040319
1496C1010,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0,45.0,0.0,45.0,0,999.9931999985129,62499.15000206411
1496C1060,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,137.0,0,81.0,0.0,81.0,0,2000.0027999971062,125000.34999675828
1493C1040,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,0,269.0,0.0,269.0,0,1999.986599996686,124998.32500383575
1493C1060,tenant_owned,7,14.0,0.0,0.0,0.0,38.0,0.0,135.0,110.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,519.0,0,197.0,109.0,87.0,0,6999.988800000399,437498.5999834199
1293B3020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0,18.0,0.0,0.0,0,1999.986400000751,124998.30000459388
1496C1020,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,40,59.0,0.0,59.0,0,999.9932000041008,62499.150002762595
1496C1050,tenant_owned,8,16.0,68.0,0.0,0.0,54.0,78.0,60.0,0.0,40.0,34.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,456.0,0,176.0,0.0,176.0,0,7999.998999997973,499999.8750597166
1496C1070,tenant_owned,5,10.0,0.0,0.0,0.0,41.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,64.0,60.0,0.0,302.0,0,0.0,0.0,0.0,0,4999.9994000047445,312499.92499731306
1496C1170,tenant_owned,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,0,0.0,110.0,0.0,0,3000.0124000012875,187501.54999215092
1493C1070,tenant_owned,2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,77.0,0,32.0,0.0,0.0,0,2000.0265999976546,125003.32495511683
1286B2020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0,0.0,10.0,0.0,0,2000.0030000023544,125000.3749973243
1496C1110,tenant_owned,3,6.0,0.0,0.0,27.0,24.0,70.0,0.0,90.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,310.0,0,157.0,0.0,67.0,0,3000.012599999085,187501.57499178563
1496C1080,tenant_owned,3,6.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,42.0,24.0,0.0,0.0,0.0,0.0,0.0,277.0,0,89.0,38.0,89.0,0,2999.9960000049323,187499.49999998655
1496C1120,tenant_owned,5,10.0,0.0,27.0,0.0,115.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,59.0,0.0,0.0,0.0,0.0,0.0,552.0,167,135.0,0.0,0.0,0,5000.0155999958515,312501.94998841145
1496C1130,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0,158.0,0.0,158.0,0,1000.0096000041813,62501.199995392664
1496C1160,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.0,54,148.0,0.0,148.0,0,1000.0296000000089,62503.70005187112
1493C1020,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,98.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,0,0.0,0.0,0.0,0,2000.0027999989688,125000.3499969911
1496C1140,tenant_owned,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,0,122.0,0.0,0.0,0,999.9931999985129,62499.15000206411
1496C1150,tenant_owned,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,0.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.0,411,86.0,0.0,86.0,0,3999.9929999951273,249999.1249831409
1493C1110,tenant_owned,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0,0,216.0,0.0,216.0,0,1999.9868000056595,124998.35000470742
