deso_kod,tenure_type,n_grid_cells,RutStorl,w_30,Ar30_34,Ar35_39,Ar40_44,Ar45_49,Ar50_54,Ar55_59,Ar60,Ar61,Ar62,Ar63,Ar64,Ar65,Ar66,Ar67,Ar68,Ar69,Ar70,Ar71,Ar72,Ar73,Ar74,Ar75,Ar76,Ar77,Ar78,Ar79,Ar80,Ar81_85,Ar86_90,Ar91_95,Ar96_00,Ar01_05,Ar06_10,Ar11_w,UppgSakn,Totalt,Ar65_74,Ar55_64,Ar75_85,Ar60_64,Ar75_79,Shape_Length,Shape_Area
1383B5010,rental,2,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,28.0,0.0,0.0,0.0,0.0,0.0,60.0,0,0.0,0,0.0,0.0,1999.9863999970257,124998.30000412822
1440C1090,rental,5,10.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,124.0,34.0,0.0,0.0,0.0,0.0,0.0,231.0,0,0.0,61,0.0,0.0,4999.999199995771,312499.89999578136
1383B6020,rental,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,4000.0062000006437,1000003.0999772219
1402C1020,rental,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,0.0,124.0,0,0.0,0,0.0,0.0,1000.0099999997765,62501.24999533206
1402C1160,rental,9,18.0,71.0,4.0,16.0,33.0,80.0,40.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,59.0,0.0,0.0,441.0,66,36.0,0,36.0,0.0,9000.031800007448,562503.9750133309
1384B2020,rental,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,78.0,30,0.0,28,0.0,0.0,999.9931999985129,62499.15000206411
1384B3020,rental,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,8.0,0.0,0.0,62.0,56.0,0.0,0.0,0.0,194.0,44,0.0,32,0.0,24.0,4999.982599999756,312497.82500374946
1480C3820,rental,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,29.0,0.0,0.0,37.0,0,0.0,0,0.0,0.0,999.9932000041008,62499.150002762595
1462C1020,rental,8,16.0,14.0,35.0,3.0,7.0,0.0,0.0,20.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,0.0,39.0,4.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,30.0,0.0,0.0,0.0,24.0,26.0,302.0,72,26.0,0,6.0,0.0,8000.011999994516,500001.49998743454
1462C1040,rental,6,12.0,15.0,3.0,0.0,0.0,4.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,56.0,83.0,0.0,0.0,0.0,0.0,0.0,251.0,44,14.0,32,0.0,32.0,5999.992599999532,374999.07499825157
1383C1200,rental,2,3.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0,0.0,0,0.0,0.0,5000.002599999309,1062503.849990762
1383B6010,rental,5,6.0,3.0,0.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0,3.0,0,0.0,0.0,16999.991000004113,4062497.974993873
1462A0020,rental,4,6.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0,0.0,12,0.0,0.0,10000.00200000219,2124999.874993191
1487A0010,rental,2,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0,0.0,0.0,7999.998799998313,1999999.3999935766
1480C3800,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,37.0,0,13.0,0,13.0,0.0,2999.996199997142,187499.52499876276
1440B3010,rental,2,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0,21.0,0,21.0,0.0,1999.9867999963462,124998.35000354328
1462B2010,rental,8,16.0,4.0,0.0,0.0,0.0,0.0,4.0,18.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,22.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,9.0,8.0,0.0,26.0,0.0,0.0,289.0,170,42.0,0,24.0,0.0,7999.98239999637,499997.7999848263
1462C1010,rental,5,10.0,4.0,0.0,0.0,0.0,0.0,67.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,42,12.0,0,0.0,0.0,4999.96619999595,312495.7750104937
1383A0070,rental,5,7.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,35.0,4,0.0,5,0.0,0.0,13999.991200003773,3125000.699976378
1383A0090,rental,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,3999.9894000012428,999994.7000067413
1401C1150,rental,3,5.0,7.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,30.0,0,0.0,0,0.0,0.0,5999.976199999452,1124993.0500105175
1730A0020,rental,5,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,12,0.0,4,0.0,4.0,20000.04379999265,5000021.900011876
1383C1120,rental,12,24.0,104.0,53.0,94.0,22.0,143.0,171.0,3.0,6.0,16.0,0.0,10.0,6.0,31.0,33.0,0.0,0.0,0.0,5.0,0.0,16.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,7.0,108.0,28.0,6.0,0.0,32.0,35.0,0.0,0.0,940.0,96,41.0,115,38.0,0.0,11999.968599991873,749996.075003074
1383C1080,rental,2,4.0,0.0,0.0,14.0,44.0,32.0,0.0,8.0,8.0,0.0,0.0,0.0,18.0,0.0,6.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,183.0,43,34.0,4,26.0,0.0,2000.0030000023544,125000.37499732431
1383C1110,rental,6,12.0,195.0,14.0,14.0,15.0,13.0,0.0,45.0,0.0,32.0,0.0,72.0,0.0,138.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,28.0,106.0,136.0,59.0,11.0,34.0,12.0,0.0,0.0,966.0,157,149.0,157,104.0,23.0,6000.009399995208,375001.174991321
1383C1150,rental,12,24.0,56.0,39.0,89.0,57.0,21.0,16.0,32.0,0.0,0.0,42.0,108.0,0.0,0.0,20.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,98.0,137.0,96.0,0.0,0.0,0.0,0.0,0.0,886.0,86,182.0,107,150.0,0.0,12000.020800007507,750002.5999658586
1383C1090,rental,10,20.0,0.0,0.0,17.0,41.0,82.0,32.0,134.0,0.0,0.0,12.0,0.0,0.0,20.0,25.0,45.0,48.0,10.0,0.0,24.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,8.0,41.0,0.0,0.0,0.0,43.0,656.0,231,146.0,0,12.0,0.0,9999.965400001034,624995.6750075992
1401C1120,rental,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,221.0,110,0.0,81,0.0,81.0,3999.9928000047803,249999.09998459753
1383C1040,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,78.0,131.0,0.0,0.0,0.0,0.0,0.0,430.0,0,0.0,221,0.0,0.0,2999.996399998665,187499.5499995231
1401C1110,rental,2,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0,0.0,0,0.0,0.0,1999.9866000004113,124998.32500446141
1401C1130,rental,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,999.9932000003755,62499.15000229694
1383C1060,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,386.0,197.0,185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,1028.0,872,0.0,0,0.0,0.0,2999.996599998325,187499.57499874063
1383C1180,rental,4,8.0,0.0,0.0,3.0,4.0,4.0,6.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,195.0,17,145.0,4,0.0,0.0,4000.009999996051,250001.25005745637
1384A0020,rental,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,16.0,0,0.0,0,0.0,0.0,8000.035399997607,2000017.7000293534
1401C1140,rental,3,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,81.0,54,0.0,0,0.0,0.0,2999.99640000239,187499.54999948875
1460A0010,rental,6,11.0,17.0,9.0,0.0,0.0,20.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,37.0,6.0,0.0,0.0,0.0,0.0,0.0,166.0,58,4.0,8,4.0,0.0,9000.065599991009,1312504.3000830275
1460A0020,rental,6,10.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,64.0,22,8.0,8,8.0,0.0,11999.97160000354,2249996.0000056275
1383C1100,rental,3,6.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,35.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,121.0,35,6.0,40,0.0,0.0,2999.99640000239,187499.54999933878
1383C1130,rental,3,6.0,4.0,6.0,37.0,4.0,60.0,23.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,7.0,0.0,0.0,0.0,0.0,10.0,0.0,290.0,116,8.0,15,4.0,0.0,2999.9800000041723,187497.50000693154
1383C1160,rental,7,14.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0.0,0.0,250.0,189.0,75.0,0.0,0.0,0.0,0.0,0.0,705.0,63,0.0,375,0.0,125.0,6999.993000000715,437499.1249665695
1440C1100,rental,5,10.0,11.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,40.0,0.0,0.0,0.0,0.0,0.0,149.0,48,0.0,0,0.0,0.0,4999.982799999416,312497.850003617
1383C1020,rental,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,999.9933999981731,62499.17500177164
1383C1050,rental,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,49.0,0.0,164.0,0.0,0.0,343.0,0,0.0,0,0.0,0.0,3999.9929999988526,249999.12498360657
1383C1190,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,68.0,0.0,0.0,84.0,0,4.0,0,0.0,0.0,2999.979600002989,187497.45000712364
1383C1010,rental,3,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,66.0,0.0,0.0,24.0,0.0,0.0,104.0,0,0.0,0,0.0,0.0,5999.9924000017345,1124995.0750040128
1383C1170,rental,4,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0,114.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,0.0,0.0,0.0,0.0,0.0,588.0,327,0.0,105,0.0,105.0,4000.045999996364,250005.7500266055
1441C1020,rental,2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,221.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,291.0,291,0.0,0,0.0,0.0,2000.0063999965787,125000.79997907233
1488B2010,rental,9,18.0,11.0,15.0,0.0,43.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,131.0,18,4.0,18,0.0,0.0,8999.95880000107,562494.8499953839
1765C1020,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,89.0,0,0.0,85,0.0,53.0,2999.999599998817,187499.9499816021
1441C1040,rental,3,6.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0,0.0,0,0.0,0.0,2999.9962000008672,187499.5249993884
1441C1090,rental,2,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,23.0,0,0.0,0,0.0,0.0,2000.0227999966592,125002.8500537024
1765C1010,rental,2,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0,0.0,56,0.0,56.0,1999.9863999988884,124998.30000436105
1765C1030,rental,7,14.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,56.0,12.0,80.0,12.0,39.0,68.0,0.0,0.0,8.0,0.0,0.0,0.0,111.0,37.0,0.0,19.0,48.0,0.0,0.0,563.0,269,0.0,76,0.0,76.0,7000.028800001368,437503.600015541
1441C1060,rental,5,10.0,8.0,0.0,3.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,48.0,7.0,0.0,0.0,0.0,0.0,0.0,92.0,0,0.0,14,0.0,0.0,4999.983200000599,312497.9000037649
1441C1080,rental,2,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,27.0,0.0,43.0,0,0.0,0,0.0,0.0,4999.982400000095,1062493.7500093353
1441C1030,rental,1,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0,0.0,0.0,1000.0095999985933,62501.199994694165
1441C1050,rental,2,4.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0,0.0,0.0,1999.9864000026137,124998.30000482671
1383A0010,rental,1,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0.0,0,0.0,0.0,4000.0094000007957,1000004.6999895179
1441C1110,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,32.0,0.0,193.0,108,0.0,0,0.0,0.0,2999.9796000011265,187497.4500068908
1383B3020,rental,8,16.0,9.0,4.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,40.0,24.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,51.0,6.0,0.0,0.0,0.0,0.0,0.0,202.0,83,30.0,10,30.0,0.0,8000.0520000029355,500006.50002148695
1383B3010,rental,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0,0.0,31,0.0,31.0,1000.0098000001162,62501.224994794524
1401C1160,rental,2,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,4,0.0,4.0,2000.003000004217,125000.37499755711
1440A0020,rental,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,0,0.0,0,0.0,0.0,4000.025799997151,1000012.9000401754
1487A0040,rental,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0,0.0,0,0.0,0.0,4000.005800001323,1000002.8999772617
1382B2010,rental,3,6.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,5,0.0,12,0.0,12.0,2999.979599999264,187497.45000665798
1441B2030,rental,5,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,75.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,6.0,295.0,257,6.0,0,0.0,0.0,4999.9661999978125,312495.7750107266
1488C1230,rental,4,8.0,8.0,0.0,0.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,4.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,0,24.0,31,12.0,27.0,3999.9891999959946,249998.6500011193
1730A0010,rental,9,18.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,0.0,9.0,0.0,20.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,16.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,17,34.0,26,29.0,10.0,8999.95579999499,562494.4750118138
1441C1120,rental,3,6.0,0.0,0.0,0.0,0.0,15.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,54.0,5.0,0.0,0.0,0.0,0.0,104.0,0,0.0,0,0.0,0.0,2999.9800000041723,187497.50000693154
1488C1040,rental,4,8.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,8.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,62.0,28,24.0,0,16.0,0.0,4000.0057999938726,250000.72499322408
